text,date,clean_text,cluster,modified_date
@jordanknight so sad it wasn't me who won the contest...then again..I never win contests   But Congratulations Tatiana,2009-05-01 21:39:31,sad wasnt contestthen againi never win contests congratulations tatiana,0,2009-05-01
need to get to blockbusters...Sighs..So lazy on the weekend though ,2009-06-06 17:33:09,need get blockbusterssighsso lazy weekend though,0,2009-06-06
@Cozz around and about lol ,2009-06-05 23:56:37,around lol,0,2009-06-05
@krystinascott I just discovered that anporexia was planned by the same people who plans the NWO ,2009-05-30 01:56:10,discovered anporexia planned people plans nwo,0,2009-05-30
@iflizi yeap 4.15 n thnx ,2009-05-18 01:15:15,yeap n thnx,0,2009-05-18
@Dana_Willhoit Haven't had much time to work on it lately - gearing up for some much-needed traveling ,2009-06-05 08:37:36,havent much time work lately gearing muchneeded traveling,1,2009-06-05
jiss chilln ou  cnt wait t get these exams ovr wii ;) xx,2009-06-16 06:58:53,jiss chilln ou cnt wait get exams ovr wii xx,0,2009-06-16
"Wow, this is possibly the last time I'll see chelsea and kaitlan till next year ",2009-06-03 08:50:26,wow possibly last time ill see chelsea kaitlan till next year,0,2009-06-03
"New blog article posted, on the balance between letting go and holding on. http://tinyurl.com/nqmd9l Enjoy! ",2009-06-15 17:25:26,new blog article posted balance letting go holding enjoy,1,2009-06-15
I miss ya 2 Babe  cant w8 4 you to come home.i miss your smile so much,2009-06-19 00:17:20,miss ya babe cant w come homei miss smile much,0,2009-06-19
"Okay, me &amp; Blizge decided to go to prom... all the way.   Wish, that Ren could go w/ me  &lt;3 But luckily, I will be w/ her in 3 weeks!!!",2009-06-25 09:29:22,okay amp blizge decided go prom way wish ren could go w lt luckily w weeks,1,2009-06-25
@Tyrese4ReaL Nice shirt &amp; tie ,2009-05-26 22:33:28,nice shirt amp tie,4,2009-05-26
1am lol time to sleeeep! revising tmra  and dads party aswell lol. g'night y'all!!,2009-06-16 15:18:20,lol time sleeeep revising tmra dads party aswell lol gnight yall,0,2009-06-16
TOMORROW I get back to working out hard and eating only what is needed to survive. Lost all my cash ,2009-05-31 15:27:01,tomorrow get back working hard eating needed survive lost cash,4,2009-05-31
@nicktjohnson omg i love slurpees and bikes to this day...only sorta on the slurpee part ,2009-06-01 12:37:26,omg love slurpees bikes dayonly sorta slurpee part,0,2009-06-01
@candacecbure Love the new twitter avatar! You two have always looked so inlove! So refreshing to see  Have fun at Theme Park!,2009-06-15 07:42:07,love new twitter avatar two always looked inlove refreshing see fun theme park,0,2009-06-15
@Xtoxic_cupcakeX hey call my house i just got back miss you so much ,2009-06-01 10:47:27,hey call house got back miss much,4,2009-06-01
"Dear lord, I disagree with the fact you cursed me with these gerbil fists. ",2009-05-13 23:56:13,dear lord disagree fact cursed gerbil fists,0,2009-05-13
@MileHighNZ -me here! I'm on the opposite side of the world! Lol :p I'm not familiar with NZ geography  shame on me *off to find an atlas*,2009-05-30 06:43:49,im opposite side world lol p im familiar nz geography shame find atlas,3,2009-05-30
@haeriepyo i'm the only one awake ,2009-06-06 05:33:11,im one awake,3,2009-06-06
A rainy Saturday morning ,2009-06-20 06:17:25,rainy saturday morning,0,2009-06-20
Morning! It's raining!  Hope you're all well!,2009-06-07 01:16:52,morning raining hope youre well,0,2009-06-07
loves long hair and glasses  http://plurk.com/p/yzuhl,2009-06-06 21:50:53,loves long hair glasses,0,2009-06-06
Oh the joys of the Walmart lines in south OKC ,2009-05-10 21:12:11,oh joys walmart lines south okc,0,2009-05-10
Just brought the Sims 3! ,2009-06-06 10:01:56,brought sims,0,2009-06-06
"@aearndt Here, here! At least I'm almost finished. Not as hairy as I thought ",2009-06-05 12:42:26,least im almost finished hairy thought,3,2009-06-05
should do some revision but a film sounds more appealing. Although mother will probably make me revise ,2009-06-01 13:52:37,revision film sounds appealing although mother probably make revise,0,2009-06-01
@Twisted_Pink It always fails the first time  give it some time...mine took three tries to change and fix...,2009-06-01 23:28:09,always fails first time give timemine took three tries change fix,0,2009-06-01
Those parents on Worlds Strictest Parents aren't bad at all. It's those kids that make it bad. Blah I miss home. Tired and alone. ,2009-06-06 21:45:05,parents worlds strictest parents arent bad kids make bad blah miss home tired alone,0,2009-06-06
"summer is finally here, but its raining and humid ",2009-06-18 12:17:19,summer finally raining humid,0,2009-06-18
@FormFiftyFive Glenn interview looks great and I LOVE your studio. When can I visit ,2009-06-03 04:07:46,glenn interview looks great love studio visit,0,2009-06-03
Wisdom tooth growing and boy does it hurt.  Mostly lazy day. I love days off.,2009-06-16 15:36:44,wisdom tooth growing boy hurt mostly lazy day love days,0,2009-06-16
hanging out with bro and cuz ,2009-06-01 13:03:51,hanging bro cuz,0,2009-06-01
"15 days until Lines, Vines, and Trying Times comes out! ",2009-06-01 08:00:48,days lines vines trying times comes,0,2009-06-01
"@djvictorsalazar Oh cool! Thought you might want to, seeing how you both are in the DJing biz. ",2009-06-03 02:14:31,oh cool thought might want seeing djing biz,0,2009-06-03
It's light out and I'm not home from work yet. Boo. ,2009-06-07 02:02:18,light im home work yet boo,3,2009-06-07
Going to meet up with @ashliebrillault  well be at piinkberry if you need us ,2009-05-29 14:28:35,going meet well piinkberry need us,0,2009-05-29
Pink was fantastic!!! As I knew she would be.. ,2009-06-15 18:07:39,pink fantastic knew would,0,2009-06-15
"http://tinyurl.com/phfl3v (answers: name, city, email addy, Twitter) ",2009-05-14 02:42:00,answers name city email addy twitter,0,2009-05-14
"lease signed, moving across the street from mitch &amp; autumn ",2009-05-18 06:30:35,lease signed moving across street mitch amp autumn,4,2009-05-18
saw an old friend today ,2009-05-14 00:46:52,saw old friend today,1,2009-05-14
"cat, very capable of giving massage! sometimes does but wont be trained. only recently i read why cats purr - its their &quot;Omm&quot;. Now work ",2009-05-22 01:43:19,cat capable giving massage sometimes wont trained recently read cats purr quotommquot work,1,2009-05-22
Im worried about my 12 yr old daughter who has thown up only 1x per night the past 2 nights? Isn't that odd? ,2009-06-01 04:26:29,im worried yr old daughter thown x per night past nights isnt odd,3,2009-06-01
"I have to study a lot for me to finish the exam properly now onwards, no time for slacking. ",2009-06-21 02:18:37,study lot finish exam properly onwards time slacking,0,2009-06-21
2 ck out hubs *new* #3GS iphone when he gets hm! Miss hub he's been out of town since MONDAY!!  comes hm today!! YAY!! :-D,2009-06-19 10:43:49,ck hubs new gs iphone gets hm miss hub hes town since monday comes hm today yay,0,2009-06-19
@kamanu  if we were on the same island yeah. ,2009-05-18 02:23:00,island yeah,0,2009-05-18
i look like a dead panda. that's sexy... right? ,2009-05-31 04:20:01,look like dead panda thats sexy right,0,2009-05-31
 hope you all are having a good day/night.............. :-D,2009-06-03 05:12:26,hope good daynight,0,2009-06-03
@caityluvsyuu yeh ill show that bitch whozzz boss  tsk!,2009-06-18 04:16:32,yeh ill show bitch whozzz boss tsk,0,2009-06-18
@radosstt Will try skype again.  Congrats to Hugh/Lisa or House/Cuddy rather.   Read about Glamour Couple on LJ,2009-06-15 07:19:33,try skype congrats hughlisa housecuddy rather read glamour couple lj,0,2009-06-15
"@nandiaramos Mean law school, keeping her away from us  And the damn timezones. *kicks them*",2009-06-23 09:15:15,mean law school keeping away us damn timezones kicks,0,2009-06-23
everyone talking bout thier new iphone!! ,2009-06-19 10:17:47,everyone talking bout thier new iphone,0,2009-06-19
@jnylin I think procrastinating is one of the most used terms on the English speaking internet... for some reason ,2009-06-01 01:36:04,think procrastinating one used terms english speaking internet reason,0,2009-06-01
yeeaaa! i gettin' more popular in this time! ,2009-05-30 02:46:46,yeeaaa gettin popular time,0,2009-05-30
@DawnRichard lemonade &amp; ciroc!!! thanks ,2009-06-06 22:41:00,lemonade amp ciroc thanks,4,2009-06-06
"*uh* totally forgot the gentoo reinstallation  don't know what i should backup. the make.conf, my home and /boot. nothing else..?",2009-05-29 11:27:57,uh totally forgot gentoo reinstallation dont know backup makeconf home boot nothing else,2,2009-05-29
"sister's house, loking for a gift to me *--*, my birthday is coming ",2009-06-06 11:59:53,sisters house loking gift birthday coming,0,2009-06-06
only a day away from vacation. ,2009-06-06 19:54:35,day away vacation,0,2009-06-06
"@Denkar1891 How exciting was it wgen we went to colour tv?! Lol, showing my age here ",2009-05-02 06:27:21,exciting wgen went colour tv lol showing age,0,2009-05-02
@ShellDillon  that doesn't sound good. As long as you don't need to answer the great white telephone whilst on the blower..,2009-06-19 04:03:42,doesnt sound good long dont need answer great white telephone whilst blower,2,2009-06-19
i want the new iphone ,2009-06-20 17:48:13,want new iphone,0,2009-06-20
Watching a movie. Keen for sleep soon. Picking up my iPhone tomorrow!   // cool http://gykd.net,2009-05-03 07:50:22,watching movie keen sleep soon picking iphone tomorrow cool,0,2009-05-03
@DitaVonTeese Send some Moscow pics from your show if you can ,2009-05-14 05:17:56,send moscow pics show,0,2009-05-14
@No82  thank you ,2009-06-01 22:09:39,thank,0,2009-06-01
"morning, quick helooo...will be out of wifi range in deepest darkest Liverpool for next 24 hrs &amp; don't have technology to tweet otherways ",2009-05-03 01:32:28,morning quick helooowill wifi range deepest darkest liverpool next hrs amp dont technology tweet otherways,2,2009-05-03
@ddlovato http://twitpic.com/4foca - your sunglasses are alike mine *-* pretty ,2009-05-29 12:42:22,sunglasses alike mine pretty,0,2009-05-29
"@b4k4n3k0 WELL I WAS GOING FOR THAT &quot;AWW, HE'S RETARDED. I GUESS WE'LL PITY SEX HIM&quot; ANGLE. I GUESS IM JUST A BIG FAT FAILURE ALL AROUND ",2009-04-20 00:36:58,well going quotaww hes retarded guess well pity sex himquot angle guess im big fat failure around,3,2009-04-20
has a freaking sore on her tounge. ,2009-05-30 06:10:25,freaking sore tounge,0,2009-05-30
"Oh no!,17 again is not in the cinema today   So I'm not going u.u",2009-05-30 13:18:23,oh cinema today im going uu,3,2009-05-30
"@worldtrav awww ... poor you  but here's me giving out good advice, I'm an addict myself *LOL*",2009-06-18 14:34:38,awww poor heres giving good advice im addict lol,3,2009-06-18
not looking forward to the rest of the week  i need the beach!,2009-06-16 20:24:26,looking forward rest week need beach,0,2009-06-16
stress mikirin lulus kaga. the one thing make me afraid now is i can't pass my test ,2009-06-06 07:43:28,stress mikirin lulus kaga one thing make afraid cant pass test,0,2009-06-06
@DutchReaganite You have a great sunny day! Just getting ready here to end my day.  Have fun. SPF-30. ,2009-05-30 23:37:58,great sunny day getting ready end day fun spf,0,2009-05-30
"@anna_cochrane haha.. nothing. The party was good... only 6 people though I think Vanah was kinda disappointed, but it was still fun ",2009-06-15 12:53:16,haha nothing party good people though think vanah kinda disappointed still fun,0,2009-06-15
"Hmmm a home spa evening seems a good way to avoid revision tonight, no?  x",2009-05-29 12:25:36,hmmm home spa evening seems good way avoid revision tonight x,0,2009-05-29
@LazloWoodbine  What Windows 7 USB problem did you fix?  Mine is EXTREMELY slow ,2009-06-16 16:33:23,windows usb problem fix mine extremely slow,0,2009-06-16
"condition of greatgranddad is better, according to him  im still worried for him. sigh better slp if i wanna drag my butt at 5am to run.",2009-05-31 09:12:36,condition greatgranddad better according im still worried sigh better slp wanna drag butt run,3,2009-05-31
have a good time in india @aliza1512 im sorry i probs wont see you  but i called you  mucho love galizle  will be missing you.,2009-06-25 10:10:18,good time india im sorry probs wont see called mucho love galizle missing,3,2009-06-25
i think they're gone. this hurts a lot more than i had anticipated ,2009-05-31 17:21:52,think theyre gone hurts lot anticipated,0,2009-05-31
@Hello_123 aliee! its not our fault they choose to make stuff so bloomin addictive! how was your head after la party? ,2009-04-19 05:34:17,aliee fault choose make stuff bloomin addictive head la party,0,2009-04-19
Fuck my fucking life. another blown tire. because i couldn't already not afford to fix my A/C anyway. not to mention my poor white shorts ,2009-06-23 14:15:27,fuck fucking life another blown tire couldnt already afford fix ac anyway mention poor white shorts,0,2009-06-23
So tired now. Bum hurts after flat tyre bike riding  I made marzipan fruits that are pretty amazing! And watched come dine with me.,2009-06-19 22:02:03,tired bum hurts flat tyre bike riding made marzipan fruits pretty amazing watched come dine,0,2009-06-19
flying back to philadelphia. not wanting to leave mah babe ,2009-06-02 13:43:00,flying back philadelphia wanting leave mah babe,4,2009-06-02
"@alenakristina  boys are just trouble. Also, I was listening to &quot;Creep&quot; on repeat all last night. ? http://blip.fm/~6inxn",2009-05-18 01:35:24,boys trouble also listening quotcreepquot repeat last night,0,2009-05-18
I want sum guacamole and chips for breakfast...so sad ,2009-06-16 07:49:14,want sum guacamole chips breakfastso sad,0,2009-06-16
Oh and P.S. I sooo beyond support BooBoo Stewart as Seth Clearwater! Maybe just because I'm also hopelessly in love with him too ,2009-06-23 21:31:14,oh ps sooo beyond support booboo stewart seth clearwater maybe im also hopelessly love,3,2009-06-23
